scheme,model,scan_rule,direction,tau,clip,source_group,N,B,A,E,risk,retention,risk_pass,coverage_pass,joint_pass,zero_retained,count_lower_bound
historical_clip,PraNet,prefix,B,0.905745,case95_2,case95,816,0,816,0,0.0,1.0,True,True,True,False,0.0
historical_clip,PraNet,prefix,B,0.905745,case95_4,case95,760,271,587,98,0.16695059625212946,0.7723684210526316,False,True,False,False,0.16695059625212946
historical_clip,PraNet,prefix,B,0.905745,case96_2,case96,1488,305,1283,100,0.0779423226812159,0.8622311827956989,True,True,True,False,0.0779423226812159
historical_clip,PraNet,prefix,B,0.905745,case97_2,case97,1232,897,633,298,0.4707740916271722,0.5137987012987013,False,True,False,False,0.4707740916271722
historical_clip,PraNet,prefix,B,0.905745,case99,case99,1288,187,1169,68,0.058169375534645,0.907608695652174,True,True,True,False,0.058169375534645
historical_clip,PraNet,full_tie_groups,A,0.897817,case10_1,case10,1704,810,1363,469,0.34409391049156274,0.7998826291079812,False,True,False,False,0.34409391049156274
historical_clip,PraNet,full_tie_groups,A,0.897817,case11,case11,904,50,877,23,0.026225769669327253,0.9701327433628318,True,True,True,False,0.026225769669327253
historical_clip,PraNet,full_tie_groups,A,0.897817,case12_2,case12,1984,491,1663,170,0.10222489476849068,0.8382056451612904,True,True,True,False,0.10222489476849068
historical_clip,PraNet,full_tie_groups,A,0.897817,case13_1,case13,784,107,778,101,0.12982005141388175,0.9923469387755102,True,True,True,False,0.12982005141388175
historical_clip,PraNet,full_tie_groups,A,0.897817,case13_3,case13,1408,17,1404,13,0.009259259259259259,0.9971590909090909,True,True,True,False,0.009259259259259259
historical_clip,PraNet,full_tie_groups,A,0.897817,case14_2,case14,1200,1194,159,153,0.9622641509433962,0.1325,False,False,False,False,0.9622641509433962
historical_clip,PraNet,full_tie_groups,A,0.897817,case14_4,case14,1160,1121,503,464,0.9224652087475149,0.4336206896551724,False,False,False,False,0.9224652087475149
historical_clip,PraNet,full_tie_groups,A,0.897817,case14_6,case14,1600,1578,394,372,0.9441624365482234,0.24625,False,False,False,False,0.9441624365482234
historical_clip,PraNet,full_tie_groups,A,0.897817,case1_2,case1,1728,3,1725,0,0.0,0.9982638888888888,True,True,True,False,0.0
historical_clip,PraNet,full_tie_groups,A,0.897817,case20_7,case20,1360,474,1099,213,0.19381255686988172,0.8080882352941177,False,True,False,False,0.19381255686988172
historical_clip,PraNet,full_tie_groups,A,0.897817,case20_9,case20,1200,300,998,98,0.09819639278557114,0.8316666666666667,True,True,True,False,0.09819639278557114
historical_clip,PraNet,full_tie_groups,A,0.897817,case24_1,case24,1200,172,1178,150,0.1273344651952462,0.9816666666666667,True,True,True,False,0.1273344651952462
historical_clip,PraNet,full_tie_groups,A,0.897817,case24_3,case24,1216,0,1216,0,0.0,1.0,True,True,True,False,0.0
historical_clip,PraNet,full_tie_groups,A,0.897817,case24_5,case24,1200,49,1188,37,0.031144781144781145,0.99,True,True,True,False,0.031144781144781145
historical_clip,PraNet,full_tie_groups,A,0.897817,case25_2,case25,1088,77,1063,52,0.04891815616180621,0.9770220588235294,True,True,True,False,0.04891815616180621
historical_clip,PraNet,full_tie_groups,A,0.897817,case29_1,case29,1712,260,1577,125,0.07926442612555486,0.9211448598130841,True,True,True,False,0.07926442612555486
historical_clip,PraNet,full_tie_groups,A,0.897817,case2_3,case2,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
historical_clip,PraNet,full_tie_groups,A,0.897817,case2_6,case2,792,0,792,0,0.0,1.0,True,True,True,False,0.0
historical_clip,PraNet,full_tie_groups,A,0.897817,case2_9,case2,896,0,896,0,0.0,1.0,True,True,True,False,0.0
historical_clip,PraNet,full_tie_groups,A,0.897817,case31,case31,1464,50,1461,47,0.03216974674880219,0.9979508196721312,True,True,True,False,0.03216974674880219
historical_clip,PraNet,full_tie_groups,A,0.897817,case32_2,case32,800,6,800,6,0.0075,1.0,True,True,True,False,0.0075
historical_clip,PraNet,full_tie_groups,A,0.897817,case32_4,case32,1480,280,1371,171,0.12472647702407003,0.9263513513513514,True,True,True,False,0.12472647702407003
historical_clip,PraNet,full_tie_groups,A,0.897817,case32_6,case32,1368,16,1360,8,0.0058823529411764705,0.9941520467836257,True,True,True,False,0.0058823529411764705
historical_clip,PraNet,full_tie_groups,A,0.897817,case34_2,case34,992,19,991,18,0.018163471241170535,0.998991935483871,True,True,True,False,0.018163471241170535
historical_clip,PraNet,full_tie_groups,A,0.897817,case35_2,case35,720,0,720,0,0.0,1.0,True,True,True,False,0.0
historical_clip,PraNet,full_tie_groups,A,0.897817,case35_8,case35,928,141,912,125,0.13706140350877194,0.9827586206896551,True,True,True,False,0.13706140350877194
historical_clip,PraNet,full_tie_groups,A,0.897817,case36_2,case36,1200,886,843,529,0.627520759193357,0.7025,False,True,False,False,0.627520759193357
historical_clip,PraNet,full_tie_groups,A,0.897817,case36_4,case36,1024,1002,790,768,0.9721518987341772,0.771484375,False,True,False,False,0.9721518987341772
historical_clip,PraNet,full_tie_groups,A,0.897817,case37_2,case37,1272,115,1232,75,0.060876623376623376,0.9685534591194969,True,True,True,False,0.060876623376623376
historical_clip,PraNet,full_tie_groups,A,0.897817,case38_2,case38,2032,677,1651,296,0.17928528164748636,0.8125,False,True,False,False,0.17928528164748636
historical_clip,PraNet,full_tie_groups,A,0.897817,case39_2,case39,2160,363,2028,231,0.11390532544378698,0.9388888888888889,True,True,True,False,0.11390532544378698
historical_clip,PraNet,full_tie_groups,A,0.897817,case3_1,case3,1584,219,1475,110,0.07457627118644068,0.9311868686868687,True,True,True,False,0.07457627118644068
historical_clip,PraNet,full_tie_groups,A,0.897817,case40,case40,1272,401,1007,136,0.13505461767626614,0.7916666666666666,True,True,True,False,0.13505461767626614
historical_clip,PraNet,full_tie_groups,A,0.897817,case43,case43,2080,165,1944,29,0.014917695473251029,0.9346153846153846,True,True,True,False,0.014917695473251029
historical_clip,PraNet,full_tie_groups,A,0.897817,case47_2,case47,1200,65,1167,32,0.027420736932305057,0.9725,True,True,True,False,0.027420736932305057
historical_clip,PraNet,full_tie_groups,A,0.897817,case47_4,case47,1064,0,1064,0,0.0,1.0,True,True,True,False,0.0
historical_clip,PraNet,full_tie_groups,A,0.897817,case48,case48,1408,382,1158,132,0.11398963730569948,0.8224431818181818,True,True,True,False,0.11398963730569948
historical_clip,PraNet,full_tie_groups,A,0.897817,case50_2,case50,1200,9,1200,9,0.0075,1.0,True,True,True,False,0.0075
historical_clip,PraNet,full_tie_groups,A,0.897817,case50_4,case50,1896,162,1845,111,0.06016260162601626,0.9731012658227848,True,True,True,False,0.06016260162601626
historical_clip,PraNet,full_tie_groups,A,0.897817,case51_10,case51,1744,44,1740,40,0.022988505747126436,0.9977064220183486,True,True,True,False,0.022988505747126436
historical_clip,PraNet,full_tie_groups,A,0.897817,case51_3,case51,1680,209,1582,111,0.07016434892541087,0.9416666666666667,True,True,True,False,0.07016434892541087
historical_clip,PraNet,full_tie_groups,A,0.897817,case51_5,case51,1200,115,1136,51,0.0448943661971831,0.9466666666666667,True,True,True,False,0.0448943661971831
historical_clip,PraNet,full_tie_groups,A,0.897817,case51_7,case51,1072,278,849,55,0.06478209658421673,0.7919776119402985,True,True,True,False,0.06478209658421673
historical_clip,PraNet,full_tie_groups,A,0.897817,case51_9,case51,1200,263,1159,222,0.1915444348576359,0.9658333333333333,False,True,False,False,0.1915444348576359
historical_clip,PraNet,full_tie_groups,A,0.897817,case54_1,case54,1688,865,976,153,0.1567622950819672,0.5781990521327014,False,True,False,False,0.1567622950819672
historical_clip,PraNet,full_tie_groups,A,0.897817,case56_1,case56,1200,75,1171,46,0.03928266438941076,0.9758333333333333,True,True,True,False,0.03928266438941076
historical_clip,PraNet,full_tie_groups,A,0.897817,case5_4,case5,1200,18,1195,13,0.010878661087866108,0.9958333333333333,True,True,True,False,0.010878661087866108
historical_clip,PraNet,full_tie_groups,A,0.897817,case60,case60,1168,1043,572,447,0.7814685314685315,0.4897260273972603,False,False,False,False,0.7814685314685315
historical_clip,PraNet,full_tie_groups,A,0.897817,case61_3,case61,1768,71,1739,42,0.024151811385853938,0.9835972850678733,True,True,True,False,0.024151811385853938
historical_clip,PraNet,full_tie_groups,A,0.897817,case63_3,case63,1384,51,1365,32,0.023443223443223443,0.986271676300578,True,True,True,False,0.023443223443223443
historical_clip,PraNet,full_tie_groups,A,0.897817,case66_2,case66,2584,16,2581,13,0.005036807438977141,0.9988390092879257,True,True,True,False,0.005036807438977141
historical_clip,PraNet,full_tie_groups,A,0.897817,case66_4,case66,1888,0,1888,0,0.0,1.0,True,True,True,False,0.0
historical_clip,PraNet,full_tie_groups,A,0.897817,case66_6,case66,1072,0,1072,0,0.0,1.0,True,True,True,False,0.0
historical_clip,PraNet,full_tie_groups,A,0.897817,case66_9,case66,1600,8,1595,3,0.0018808777429467085,0.996875,True,True,True,False,0.0018808777429467085
historical_clip,PraNet,full_tie_groups,A,0.897817,case68_1,case68,1312,80,1303,71,0.05448963929393707,0.993140243902439,True,True,True,False,0.05448963929393707
historical_clip,PraNet,full_tie_groups,A,0.897817,case68_3,case68,1304,208,1225,129,0.10530612244897959,0.9394171779141104,True,True,True,False,0.10530612244897959
historical_clip,PraNet,full_tie_groups,A,0.897817,case68_5,case68,1200,29,1198,27,0.022537562604340568,0.9983333333333333,True,True,True,False,0.022537562604340568
historical_clip,PraNet,full_tie_groups,A,0.897817,case68_7,case68,1840,510,1560,230,0.14743589743589744,0.8478260869565217,True,True,True,False,0.14743589743589744
historical_clip,PraNet,full_tie_groups,A,0.897817,case6_3,case6,1680,1668,171,159,0.9298245614035088,0.10178571428571428,False,False,False,False,0.9298245614035088
historical_clip,PraNet,full_tie_groups,A,0.897817,case71_1,case71,1024,418,781,175,0.22407170294494239,0.7626953125,False,True,False,False,0.22407170294494239
historical_clip,PraNet,full_tie_groups,A,0.897817,case71_5,case71,1808,56,1769,17,0.009609949123798756,0.978429203539823,True,True,True,False,0.009609949123798756
historical_clip,PraNet,full_tie_groups,A,0.897817,case72_3,case72,832,0,832,0,0.0,1.0,True,True,True,False,0.0
historical_clip,PraNet,full_tie_groups,A,0.897817,case74_1,case74,1256,617,802,163,0.20324189526184538,0.6385350318471338,False,True,False,False,0.20324189526184538
historical_clip,PraNet,full_tie_groups,A,0.897817,case75_1,case75,1200,256,1005,61,0.06069651741293532,0.8375,True,True,True,False,0.06069651741293532
historical_clip,PraNet,full_tie_groups,A,0.897817,case7_2,case7,1048,58,1013,23,0.022704837117472853,0.9666030534351145,True,True,True,False,0.022704837117472853
historical_clip,PraNet,full_tie_groups,A,0.897817,case80_2,case80,1200,11,1194,5,0.0041876046901172526,0.995,True,True,True,False,0.0041876046901172526
historical_clip,PraNet,full_tie_groups,A,0.897817,case80_4,case80,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
historical_clip,PraNet,full_tie_groups,A,0.897817,case80_6,case80,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
historical_clip,PraNet,full_tie_groups,A,0.897817,case80_8,case80,1160,6,1157,3,0.0025929127052722557,0.9974137931034482,True,True,True,False,0.0025929127052722557
historical_clip,PraNet,full_tie_groups,A,0.897817,case81_2,case81,2192,62,2140,10,0.004672897196261682,0.9762773722627737,True,True,True,False,0.004672897196261682
historical_clip,PraNet,full_tie_groups,A,0.897817,case83_3,case83,1072,0,1072,0,0.0,1.0,True,True,True,False,0.0
historical_clip,PraNet,full_tie_groups,A,0.897817,case85_7,case85,1200,547,870,217,0.24942528735632183,0.725,False,True,False,False,0.24942528735632183
historical_clip,PraNet,full_tie_groups,A,0.897817,case86_1,case86,1200,170,1060,30,0.02830188679245283,0.8833333333333333,True,True,True,False,0.02830188679245283
historical_clip,PraNet,full_tie_groups,A,0.897817,case89,case89,1192,112,1182,102,0.08629441624365482,0.9916107382550335,True,True,True,False,0.08629441624365482
historical_clip,PraNet,full_tie_groups,A,0.897817,case8_2,case8,1128,0,1128,0,0.0,1.0,True,True,True,False,0.0
historical_clip,PraNet,full_tie_groups,A,0.897817,case90_1,case90,1200,42,1174,16,0.013628620102214651,0.9783333333333334,True,True,True,False,0.013628620102214651
historical_clip,PraNet,full_tie_groups,A,0.897817,case91_1,case91,1200,831,586,217,0.3703071672354949,0.48833333333333334,False,False,False,False,0.3703071672354949
historical_clip,PraNet,full_tie_groups,A,0.897817,case91_3,case91,1200,1148,278,226,0.8129496402877698,0.23166666666666666,False,False,False,False,0.8129496402877698
historical_clip,PraNet,full_tie_groups,A,0.897817,case91_5,case91,1200,401,1077,278,0.25812441968430827,0.8975,False,True,False,False,0.25812441968430827
historical_clip,PraNet,full_tie_groups,A,0.897817,case91_7,case91,1872,216,1773,117,0.06598984771573604,0.9471153846153846,True,True,True,False,0.06598984771573604
historical_clip,PraNet,full_tie_groups,A,0.897817,case93_2,case93,1880,196,1750,66,0.037714285714285714,0.9308510638297872,True,True,True,False,0.037714285714285714
historical_clip,PraNet,full_tie_groups,A,0.897817,case95_1,case95,2072,607,1746,281,0.1609392898052692,0.8426640926640927,False,True,False,False,0.1609392898052692
historical_clip,PraNet,full_tie_groups,A,0.897817,case95_3,case95,1200,1200,27,27,1.0,0.0225,False,False,False,False,1.0
historical_clip,PraNet,full_tie_groups,A,0.897817,case96_1,case96,920,629,416,125,0.3004807692307692,0.45217391304347826,False,False,False,False,0.3004807692307692
historical_clip,PraNet,full_tie_groups,A,0.897817,case97_1,case97,1200,1050,453,303,0.6688741721854304,0.3775,False,False,False,False,0.6688741721854304
historical_clip,PraNet,full_tie_groups,A,0.897817,case97_3,case97,1016,454,774,212,0.2739018087855297,0.7618110236220472,False,True,False,False,0.2739018087855297
historical_clip,PraNet,full_tie_groups,B,0.905745,case100,case100,1504,90,1487,73,0.04909213180901143,0.9886968085106383,True,True,True,False,0.04909213180901143
historical_clip,PraNet,full_tie_groups,B,0.905745,case10_2,case10,1784,669,1736,621,0.3577188940092166,0.9730941704035875,False,True,False,False,0.3577188940092166
historical_clip,PraNet,full_tie_groups,B,0.905745,case12_1,case12,1472,138,1405,71,0.050533807829181494,0.954483695652174,True,True,True,False,0.050533807829181494
historical_clip,PraNet,full_tie_groups,B,0.905745,case12_3,case12,848,0,848,0,0.0,1.0,True,True,True,False,0.0
historical_clip,PraNet,full_tie_groups,B,0.905745,case13_2,case13,1640,106,1593,59,0.037037037037037035,0.9713414634146341,True,True,True,False,0.037037037037037035
historical_clip,PraNet,full_tie_groups,B,0.905745,case14_1,case14,1200,1186,149,135,0.9060402684563759,0.12416666666666666,False,False,False,False,0.9060402684563759
historical_clip,PraNet,full_tie_groups,B,0.905745,case14_3,case14,3024,2982,596,554,0.9295302013422819,0.1970899470899471,False,False,False,False,0.9295302013422819
historical_clip,PraNet,full_tie_groups,B,0.905745,case14_5,case14,1280,1241,546,507,0.9285714285714286,0.4265625,False,False,False,False,0.9285714285714286
historical_clip,PraNet,full_tie_groups,B,0.905745,case19,case19,768,768,36,36,1.0,0.046875,False,False,False,False,1.0
historical_clip,PraNet,full_tie_groups,B,0.905745,case20_6,case20,1200,530,878,208,0.23690205011389523,0.7316666666666667,False,True,False,False,0.23690205011389523
historical_clip,PraNet,full_tie_groups,B,0.905745,case20_8,case20,1864,988,1213,337,0.27782357790601814,0.6507510729613734,False,True,False,False,0.27782357790601814
historical_clip,PraNet,full_tie_groups,B,0.905745,case23,case23,1456,432,1263,239,0.1892319873317498,0.867445054945055,False,True,False,False,0.1892319873317498
historical_clip,PraNet,full_tie_groups,B,0.905745,case24_2,case24,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
historical_clip,PraNet,full_tie_groups,B,0.905745,case24_4,case24,1200,74,1195,69,0.05774058577405858,0.9958333333333333,True,True,True,False,0.05774058577405858
historical_clip,PraNet,full_tie_groups,B,0.905745,case24_6,case24,1768,303,1657,192,0.11587205793602896,0.9372171945701357,True,True,True,False,0.11587205793602896
historical_clip,PraNet,full_tie_groups,B,0.905745,case27,case27,1992,561,1617,186,0.1150278293135436,0.8117469879518072,True,True,True,False,0.1150278293135436
historical_clip,PraNet,full_tie_groups,B,0.905745,case29_2,case29,1304,36,1295,27,0.02084942084942085,0.9930981595092024,True,True,True,False,0.02084942084942085
historical_clip,PraNet,full_tie_groups,B,0.905745,case2_5,case2,1368,39,1362,33,0.024229074889867842,0.9956140350877193,True,True,True,False,0.024229074889867842
